loja_id,loja,produto_id,produto,marca,categoria,grupo,quantidade_minima,quantidade
3,AUTORIZADA ATACADO,442757bd-fd65-4b20-95ed-b8102d37c9e5,BATERIA IPHONE GOLD 13 PRO (GE-874) S/FLEX,APPLE,"","",0,14
3,AUTORIZADA ATACADO,5ec793c8-77bf-4770-af45-b6c044d994cc,DISPLAY SAMSUNG ORIGINAL A02/A12/A32 5G/M12 S/ARO PRETA,SAMSUNG,"","",0,14
3,AUTORIZADA ATACADO,54a738d7-553e-4d02-9f2e-36ca0ee60876,DISPLAY SAMSUNG ORIGINAL A05 A055 S/ARO PRETA,SAMSUNG,"","",10,14
3,AUTORIZADA ATACADO,5c29818a-98b9-4743-8db1-d35226357610,FERRAMENTA FIO DE ACO 0.04,"","","",0,14
3,AUTORIZADA ATACADO,e5592ca6-b6aa-4f03-aa46-666f70bb5599,FLEX CONECTOR CARGA XIAOMI REDMI NOTE 13 4G PRETA,XIAOMI,"","",0,14
3,AUTORIZADA ATACADO,3f3d4cd6-772f-4d0c-bf83-f1b73a11f41a,FLEX JCID FACE ID IPHONE 13 PRO/13 PRO MAX,JCID,"","",0,14
3,AUTORIZADA ATACADO,42029173-85c0-4f17-92bd-ecc48025eea3,TAMPA IPHONE 11 PRO VERDE,APPLE,"","",0,14
3,AUTORIZADA ATACADO,509474b3-81ff-4000-a659-f9e8133c167e,TAMPA IPHONE 12 PRO MAX PRETA,APPLE,"","",0,14
3,AUTORIZADA ATACADO,363b1389-9e0c-463d-9e06-57db18f0b529,TAMPA IPHONE 13 PRETA,APPLE,"","",0,14
3,AUTORIZADA ATACADO,2563c6aa-c206-4b3c-bf6b-91a10e0c8142,TAMPA IPHONE 13 PRO AZUL,APPLE,"","",0,14
3,AUTORIZADA ATACADO,4e70f289-0209-4e9d-ab85-b370f1acaa1c,TAMPA IPHONE 13 VERDE,APPLE,"","",0,14
3,AUTORIZADA ATACADO,eb1fcaf4-ccca-4c1f-a76e-5a8c868f42f1,TAMPA IPHONE 15 PRO MAX C/ARO NATURAL,APPLE,"","",0,14
3,AUTORIZADA ATACADO,f5970e1a-56c4-40d8-b809-11d7e5241e94,VIDRO REALME C51/ C53/C61/C63/NOTE 50/ NOTE 60/ NOTE 70 +OCA PRETA,REALME,"","",0,14
3,AUTORIZADA ATACADO,e641b41c-63a4-483f-8aa7-a09d16a0576c,BATERIA IPHONE FOXCONN BLACK 11 PRO MAX ,APPLE,"","",0,13
3,AUTORIZADA ATACADO,67e934cc-defe-4d20-8df7-413bbc6f3a22,DISPLAY IPHONE INCELL XS MAX PRETA,APPLE,"","",0,13
3,AUTORIZADA ATACADO,b1a008d0-627e-45ac-aa4b-09b865616c77,DISPLAY SAMSUNG ORIGINAL A23 4G/A23 5G/M23 5G/M33 5G C/ARO PRETA,SAMSUNG,"","",0,13
3,AUTORIZADA ATACADO,a0f32be2-fe01-4c1d-a8ca-247d157d3e7d,DISPLAY SAMSUNG ORIGINAL A34 5G A346 C/ARO PRETA,SAMSUNG,"","",0,13
3,AUTORIZADA ATACADO,fd843f6e-cf4c-492d-8ec1-484f5463172f,FERRAMENTA PANO MICROFIBRA WYLIE 40UN BRANCA,WYLIE,"","",0,13
3,AUTORIZADA ATACADO,180acc9c-8993-4dd3-959a-896711ef1ab4,FLEX AURICULAR ORIGINAL IPHONE 12 PRO MAX (CAIXINHA),APPLE,"","",0,13
3,AUTORIZADA ATACADO,e150e587-859f-4d67-9804-e1d870afca51,FLEX CONECTOR CARGA MOTOROLA MOTO G9 PLUS,MOTOROLA,"","",0,13
3,AUTORIZADA ATACADO,7ce9b5d6-f093-46dc-84fb-1b0bd1e54345,FLEX CONECTOR CARGA ORIGINAL SAMSUNG S22 ULTRA,SAMSUNG,"","",0,13
3,AUTORIZADA ATACADO,ee617d29-2970-4efc-a733-1cba400d4cf7,FLEX CONECTOR CARGA SAMSUNG A02,SAMSUNG,"","",0,13
3,AUTORIZADA ATACADO,a2fde1f9-ce63-4b03-b7f1-7ce3c2e4e83a,FLEX LENTE CAMERA IPHONE 16 PRO MAX PRETA,APPLE,"","",0,13
3,AUTORIZADA ATACADO,d15d22d5-ed20-420b-9651-08c1b66f2732,TAG JC FACE ID IPHONE 12 PRO MAX,APPLE,"","",0,13
3,AUTORIZADA ATACADO,4e827bd6-9a59-4494-96c7-a737b34090db,TAMPA IPHONE 12 PRO AZUL,APPLE,"","",0,13
3,AUTORIZADA ATACADO,7f383ac2-ab2b-42e2-b4c8-a54019e92c00,TAMPA IPHONE 12 PRO PRETA,APPLE,"","",0,13
3,AUTORIZADA ATACADO,0168d3ce-c074-451e-b7f4-5b4710d43052,TAMPA IPHONE 14 PLUS C/ARO PRETA,APPLE,"","",0,13
3,AUTORIZADA ATACADO,4de0561a-a0cf-417f-a904-c9ede81af21b,TAMPA IPHONE 14 PRO BRANCA,APPLE,"","",0,13
3,AUTORIZADA ATACADO,2e7d35c4-99ea-4533-9d4b-3edae6333fd8,TAMPA IPHONE 16 PRO C/ARO BRANCA,APPLE,"","",0,13
3,AUTORIZADA ATACADO,5218cac1-0a8b-4772-a49f-9f1660d322c1,TAMPA IPHONE 8 PLUS BRANCA,APPLE,"","",0,13
3,AUTORIZADA ATACADO,b8abbc27-e779-48a4-b090-cb98bc4689a4,TAMPA IPHONE XR PRETA,APPLE,"","",0,13
3,AUTORIZADA ATACADO,68ffe097-25e6-4151-a7f3-b67354623766,TOUCH APPLE WATCH S6 44MM PRETA,APPLE,"","",0,13
3,AUTORIZADA ATACADO,1cd5cf81-0e10-4c0a-8555-4bffbbef119f,TOUCH SAMSUNG T385 TAB A 8.0 PRETA,G+OCA PRO,"","",0,13
3,AUTORIZADA ATACADO,9bdaa613-d4f3-4dea-8203-ebaedcc28011,VIDRO XIAOMI REDMI 10 5G/ REDMI 11 PRIME/ POCO M4/ POCO M5 + OCA PRETA,XIAOMI,"","",0,13
3,AUTORIZADA ATACADO,b8d26373-0388-418b-9c80-d31a3eec320e,BATERIA IPHONE FOXCONN BLACK 13,APPLE,"","",0,12
3,AUTORIZADA ATACADO,d65ceded-a416-4913-b756-2e9f0d870338,BATERIA IPHONE FOXCONN BLACK 15 PRO MAX,APPLE,"","",0,12
3,AUTORIZADA ATACADO,76950922-be23-4641-94a8-b913ae97a884,BATERIA IPHONE FOXCONN BLACK 7G,APPLE,"","",0,12
3,AUTORIZADA ATACADO,c66fddca-ff31-42f1-b837-c73312f6e2fa,BATERIA IPHONE FOXCONN BLACK 8G,APPLE,"","",0,12
3,AUTORIZADA ATACADO,e809aed9-dc7b-49f7-9ede-06851319acb5,BATERIA IPHONE FOXCONN BLACK X FCX,APPLE,"","",0,12
3,AUTORIZADA ATACADO,6a52265d-3f35-48ec-9b62-fce682fffbb4,BATERIA IPHONE FOXCONN BLACK XS,APPLE,"","",0,12
3,AUTORIZADA ATACADO,b8062836-cb5d-43c2-8e49-9377b7d68674,BATERIA IPHONE FOXCONN BLACK XS MAX,APPLE,"","",0,12
3,AUTORIZADA ATACADO,3637dadd-7192-4bc7-8094-b260dfcacc3a,BATERIA XIAOMI ORIGINAL MI A3/MI 9 LITE BM4F,XIAOMI,"","",0,12
3,AUTORIZADA ATACADO,efb22999-d0a4-49d5-b5de-43c98e1b56ae,DISPLAY IPHONE JK XR PRETA,APPLE,"","",20,12
3,AUTORIZADA ATACADO,f359373a-b8ea-48a8-9efc-2efa56f92e3b,DISPLAY SAMSUNG ORIGINAL A02 A022 C/ ARO PRETA,SAMSUNG,"","",0,12
3,AUTORIZADA ATACADO,3abe9bb3-ad94-47f7-940b-7ddef6b44ffb,DISPLAY XIAOMI ORIGINAL REDMI NOTE 11 4G/NOTE 11S/POCO M4 PRO 4G C/ARO PRETA,XIAOMI,"","",0,12
3,AUTORIZADA ATACADO,7f177357-b000-4c55-a792-5d055c3dae80,DISPLAY XIAOMI ORIGINAL REDMI NOTE 12 4G C/ARO PRETA,XIAOMI,"","",0,12
3,AUTORIZADA ATACADO,a2c2f054-a46a-416e-a4cd-933a2791d9e1,FERRAMENTA CAIXA LAMINA 5 UND,"","","",0,12
3,AUTORIZADA ATACADO,d65ecab2-83ca-4711-ba95-b73d9f0d8f78,FERRAMENTA CHAVE T3 TORX WYLIE T700 PROMOÇÃO,WYLIE,"","",0,12
3,AUTORIZADA ATACADO,43b9ceeb-c766-4c2c-afc6-760c0f652f4c,"FERRAMENTA ESTANHO SOLDA EM BATERIA 0,8MM 3M WYLIE WL-301","","","",0,12
3,AUTORIZADA ATACADO,675f590c-8833-4817-ae5a-c09859702c6c,FLEX LENTE CAMERA IPHONE X/XS/XS MAX PRETA,APPLE,"","",0,12
3,AUTORIZADA ATACADO,08a40461-975d-4094-9df6-05e131c2bff3,TAG JC FACE ID IPHONE 11,APPLE,"","",0,12
3,AUTORIZADA ATACADO,1b794830-e840-4e7a-9e72-cb9b909db954,TAMPA IPHONE 11 PRO MAX BRANCA,APPLE,"","",0,12
3,AUTORIZADA ATACADO,494ebfe0-f89f-42f9-b692-b56809336a37,TAMPA IPHONE 12 AZUL,APPLE,"","",0,12
3,AUTORIZADA ATACADO,89d312e7-5dc0-4a6d-a21b-53c43cfb1c49,TAMPA IPHONE 12 VERDE,APPLE,"","",0,12
3,AUTORIZADA ATACADO,05055531-a4dc-48b9-864e-9cf2df4f7ccf,TAMPA IPHONE 13 PRO BRANCA,APPLE,"","",0,12
3,AUTORIZADA ATACADO,25056fa8-bede-4af7-beef-52027529e339,TAMPA IPHONE 13 PRO MAX PRETA,APPLE,"","",0,12
3,AUTORIZADA ATACADO,0037c0c7-0cd5-4cfe-bc2f-a8acb25e4c11,TAMPA IPHONE 13 PRO MAX VERDE,APPLE,"","",0,12
3,AUTORIZADA ATACADO,ce805f41-bd2a-4438-bac1-8cd9136a2c1d,TAMPA IPHONE 13 PRO VERDE,APPLE,"","",0,12
3,AUTORIZADA ATACADO,2d2595db-0abe-4d1d-bebd-8bfa15fda499,TAMPA IPHONE 15 PRO MAX C/ARO AZUL,APPLE,"","",0,12
3,AUTORIZADA ATACADO,bdfa9f22-44b4-47e9-8aec-d0eae39dd67f,TAMPA IPHONE 15 PRO MAX C/ARO BRANCA,APPLE,"","",0,12
3,AUTORIZADA ATACADO,ca4ddfd8-0621-4c29-9cf8-22cc72fe878a,TAMPA IPHONE 16 PRO C/ARO PRETA,APPLE,"","",0,12
3,AUTORIZADA ATACADO,6cd7198f-5f26-4a49-9b90-9d3b00ed9c37,ALCOOL ISOPROPILICO 110ML,WYLIE,"","",0,11
3,AUTORIZADA ATACADO,508da7f2-2375-4559-bc49-0e85dc6914d7,BATERIA IPHONE FOXCONN 14 PRO MAX C/FLEX,APPLE,"","",0,11
3,AUTORIZADA ATACADO,4dda5a73-eaf4-41a5-857b-3d127e91afa9,BATERIA IPHONE FOXCONN BLACK 12 PRO MAX,APPLE,"","",0,11
3,AUTORIZADA ATACADO,75284f08-1b5f-4b99-b658-a3f45e9279be,BATERIA IPHONE FOXCONN BLACK 13 PRO,APPLE,"","",20,11
3,AUTORIZADA ATACADO,d7990a3e-7937-4fb2-856c-15c1dc9d95e5,BATERIA IPHONE FOXCONN BLACK 14 PRO,APPLE,"","",0,11
3,AUTORIZADA ATACADO,0a3ee588-a1b7-4a78-8626-5fc46299845a,BATERIA IPHONE FOXCONN BLACK 7 PLUS,APPLE,"","",0,11
3,AUTORIZADA ATACADO,85439f06-3319-42ec-9385-f84aca93f9c7,BATERIA IPHONE FOXCONN BLACK 8 PLUS,APPLE,"","",0,11
3,AUTORIZADA ATACADO,f9c8851d-615e-4d56-a506-618e9f337978,BATERIA IPHONE FOXCONN BLACK XR,APPLE,"","",0,11
3,AUTORIZADA ATACADO,1ff38af2-1a8b-4c7b-8b40-2ae2790ac490,DISPLAY IPHONE MACAQUINHO XR PRETA,APPLE,"","",0,11
3,AUTORIZADA ATACADO,2162dd81-f4d2-435b-89d5-5c5afddece5a,DISPLAY MOTOROLA ORIGINAL MOTO G13/G23 S/ARO PRETA,MOTOROLA,"","",0,11
3,AUTORIZADA ATACADO,37b34481-2e0e-46de-b61a-37136487e5bc,DISPLAY REALME ORIGINAL C51/C53/NOTE 50 S/ARO PRETA,REALME,"","",5,11
3,AUTORIZADA ATACADO,6d382de3-68b6-427e-9774-73ae1cf0d621,DISPLAY SAMSUNG MACAQUINHO A02S/A03/A03S S/ARO PRETA,SAMSUNG,"","",0,11
3,AUTORIZADA ATACADO,90921f26-8e45-485a-a7e1-0bc2f8855395,DISPLAY SAMSUNG ORIGINAL A07 A075 S/ARO PRETA ,SAMSUNG ,"","",0,11
